Drug1,Drug2,Prob,Source,Method
DB06527,DB06445,0.1602,DrugBank,GIP
DB00280,DB01235,0.1602,CRD,GIP
DB01043,DB00179,0.1602,CRD,GIP
DB00262,DB08874,0.1602,DrugBank,GIP
DB00228,DB12870,0.1602,DrugBank,GIP
DB11126,DB01359,0.1601,DrugBank,GIP
DB01028,DB13217,0.1601,DrugBank,GIP
DB00182,DB04846,0.1601,CRD,GIP
DB11613,DB00737,0.1601,CRD,GIP
DB00528,DB00228,0.1601,CRD,GIP
DB02962,DB00986,0.16,DrugBank,GIP
DB01438,DB00861,0.16,DrugBank,GIP
DB00191,DB09097,0.16,DrugBank,GIP
DB06698,DB13314,0.16,DrugBank,GIP
DB00374,DB00204,0.16,CRD,GIP
DB01613,DB00163,0.16,DrugBank,GIP
DB03756,DB08895,0.16,CRD,GIP
DB11155,DB00195,0.1599,CRD,GIP
DB00202,DB00270,0.1599,DrugBank,GIP
DB04830,DB01032,0.1599,DrugBank,GIP
DB00325,DB06413,0.1599,DrugBank,GIP
DB01403,DB00804,0.1599,CRD,GIP
DB00763,DB06605,0.1598,DrugBank,GIP
DB09251,DB00450,0.1598,DrugBank,GIP
DB00742,DB00332,0.1598,DrugBank,GIP
DB01143,DB12382,0.1598,DrugBank,GIP
DB01612,DB00159,0.1598,DrugBank,GIP
DB04165,DB00928,0.1598,DrugBank,GIP
DB00658,DB06774,0.1598,DrugBank,GIP
DB11898,DB00375,0.1598,DrugBank,GIP
DB01074,DB01009,0.1598,CRD,GIP
DB00677,DB11678,0.1597,DrugBank,GIP
DB02365,DB06769,0.1597,DrugBank,GIP
DB00693,DB00371,0.1597,CRD,GIP
DB00371,DB00788,0.1597,CRD,GIP
DB06770,DB05804,0.1597,DrugBank,GIP
DB03793,DB00726,0.1596,DrugBank,GIP
DB09449,DB06157,0.1596,DrugBank,GIP
DB04539,DB11613,0.1596,DrugBank,GIP
DB01170,DB00976,0.1596,DrugBank,GIP
DB03127,DB01224,0.1596,DrugBank,GIP
DB00804,DB01020,0.1596,CRD,GIP
DB02962,DB06813,0.1595,DrugBank,GIP
DB05239,DB01009,0.1595,CRD,GIP
DB00374,DB01087,0.1595,CRD,GIP
DB01143,DB06652,0.1595,DrugBank,GIP
DB09063,DB00523,0.1595,CRD,GIP
DB00189,DB01147,0.1595,DrugBank,GIP
DB00763,DB04930,0.1595,DrugBank,GIP
DB06797,DB05676,0.1594,DrugBank,GIP
DB13009,DB06461,0.1594,DrugBank,GIP
DB03793,DB11780,0.1594,DrugBank,GIP
DB06783,DB00380,0.1594,DrugBank,GIP
DB01612,DB00951,0.1594,DrugBank,GIP
DB00799,DB00373,0.1594,CRD,GIP
DB00559,DB01233,0.1594,CRD,GIP
DB11156,DB00753,0.1594,CRD,GIP
DB08893,DB02901,0.1593,CRD,GIP
DB06445,DB00709,0.1593,DrugBank,GIP
DB01236,DB00495,0.1593,DrugBank,GIP
DB02520,DB01600,0.1593,DrugBank,GIP
DB00711,DB12127,0.1593,DrugBank,GIP
DB00711,DB04216,0.1593,DrugBank,GIP
DB01143,DB01685,0.1593,DrugBank,GIP
DB11780,DB11156,0.1593,DrugBank,GIP
DB09459,DB12996,0.1593,DrugBank,GIP
DB00395,DB01156,0.1593,CRD,GIP
DB14043,DB02959,0.1592,DrugBank,GIP
DB01878,DB08952,0.1592,DrugBank,GIP
DB00836,DB00179,0.1592,CRD,GIP
DB00763,DB00745,0.1591,DrugBank,GIP
DB13058,DB00963,0.1591,DrugBank,GIP
DB03040,DB00236,0.1591,DrugBank,GIP
DB01120,DB00804,0.1591,CRD,GIP
DB05381,DB06807,0.1591,DrugBank,GIP
DB04619,DB01388,0.159,DrugBank,GIP
DB08938,DB08993,0.159,DrugBank,GIP
DB02962,DB08887,0.159,DrugBank,GIP
DB00316,DB04830,0.159,DrugBank,GIP
DB01090,DB00819,0.159,DrugBank,GIP
DB09281,DB13694,0.159,DrugBank,GIP
DB06689,DB12422,0.159,DrugBank,GIP
DB06741,DB00379,0.159,CRD,GIP
DB09248,DB01178,0.1589,DrugBank,GIP
DB13058,DB06480,0.1589,DrugBank,GIP
DB00395,DB01238,0.1589,CRD,GIP
DB00374,DB06282,0.1589,CRD,GIP
DB13099,DB11696,0.1589,DrugBank,GIP
DB01206,DB00216,0.1589,DrugBank,GIP
DB02962,DB05022,0.1589,DrugBank,GIP
DB01878,DB08796,0.1589,DrugBank,GIP
DB00375,DB02855,0.1589,DrugBank,GIP
DB03756,DB00325,0.1588,CRD,GIP
DB01010,DB00346,0.1588,DrugBank,GIP
DB09132,DB06433,0.1588,DrugBank,GIP
DB06709,DB01388,0.1588,DrugBank,GIP
DB08921,DB08987,0.1588,DrugBank,GIP
DB11155,DB00745,0.1588,CRD,GIP
DB11632,DB01107,0.1588,CRD,GIP
DB00224,DB02901,0.1588,CRD,GIP
DB01563,DB00515,0.1587,DrugBank,GIP
DB06698,DB06652,0.1587,DrugBank,GIP
DB06727,DB08864,0.1587,CRD,GIP
DB06637,DB00804,0.1587,CRD,GIP
DB00313,DB04888,0.1587,DrugBank,GIP
DB04572,DB13919,0.1586,CRD,GIP
DB06799,DB01605,0.1586,DrugBank,GIP
DB00566,DB00499,0.1586,DrugBank,GIP
DB06445,DB00818,0.1586,DrugBank,GIP
DB13116,DB00467,0.1586,DrugBank,GIP
DB01005,DB04339,0.1586,DrugBank,GIP
DB06799,DB00189,0.1586,DrugBank,GIP
DB03754,DB01394,0.1586,DrugBank,GIP
DB00421,DB00312,0.1586,CRD,GIP
DB00866,DB06689,0.1586,CRD,GIP
DB06728,DB11915,0.1586,DrugBank,GIP
DB01213,DB01275,0.1585,CRD,GIP
DB00711,DB00614,0.1585,DrugBank,GIP
DB00711,DB00186,0.1585,DrugBank,GIP
DB01440,DB11984,0.1585,DrugBank,GIP
DB09011,DB01683,0.1585,DrugBank,GIP
DB01019,DB00422,0.1585,DrugBank,GIP
DB03040,DB08955,0.1585,DrugBank,GIP
DB01613,DB08872,0.1585,DrugBank,GIP
DB00825,DB09053,0.1584,DrugBank,GIP
DB00230,DB13314,0.1584,DrugBank,GIP
DB00162,DB03701,0.1584,CRD,GIP
DB06204,DB06732,0.1584,CRD,GIP
DB01008,DB08877,0.1584,DrugBank,GIP
DB09132,DB12127,0.1584,DrugBank,GIP
DB00545,DB12289,0.1584,DrugBank,GIP
DB06527,DB00811,0.1584,DrugBank,GIP
DB11898,DB09097,0.1584,DrugBank,GIP
DB06689,DB00855,0.1584,DrugBank,GIP
DB00316,DB13757,0.1584,DrugBank,GIP
DB01105,DB05990,0.1583,CRD,GIP
DB00672,DB00804,0.1583,CRD,GIP
DB14007,DB12920,0.1583,DrugBank,GIP
DB00566,DB01194,0.1583,DrugBank,GIP
DB13058,DB08889,0.1583,DrugBank,GIP
DB09031,DB01111,0.1583,DrugBank,GIP
DB13153,DB06212,0.1583,DrugBank,GIP
DB04165,DB00423,0.1583,DrugBank,GIP
DB00411,DB00553,0.1583,DrugBank,GIP
DB04165,DB13058,0.1582,DrugBank,GIP
DB11936,DB01764,0.1582,DrugBank,GIP
DB01236,DB01120,0.1582,CRD,GIP
DB00313,DB03754,0.1582,DrugBank,GIP
DB04539,DB00501,0.1582,DrugBank,GIP
DB01008,DB08987,0.1582,DrugBank,GIP
DB08887,DB00352,0.1582,DrugBank,GIP
DB04325,DB01112,0.1582,DrugBank,GIP
DB11921,DB01191,0.1582,CRD,GIP
DB06261,DB08486,0.1581,DrugBank,GIP
DB00325,DB00730,0.1581,DrugBank,GIP
DB01090,DB00349,0.1581,DrugBank,GIP
DB11362,DB06204,0.1581,CRD,GIP
DB00228,DB00661,0.1581,CRD,GIP
DB04572,DB09247,0.1581,DrugBank,GIP
DB01143,DB12870,0.1581,DrugBank,GIP
DB09055,DB01244,0.158,DrugBank,GIP
DB06728,DB09143,0.158,DrugBank,GIP
DB13058,DB06670,0.158,DrugBank,GIP
DB00316,DB08796,0.158,DrugBank,GIP
DB13179,DB11155,0.158,CRD,GIP
DB00202,DB01157,0.158,DrugBank,GIP
DB00720,DB04786,0.158,DrugBank,GIP
DB13058,DB00753,0.158,DrugBank,GIP
DB00182,DB13063,0.158,DrugBank,GIP
DB06261,DB00518,0.158,DrugBank,GIP
DB06824,DB01131,0.158,DrugBank,GIP
DB06782,DB11783,0.158,DrugBank,GIP
DB06689,DB00792,0.158,CRD,GIP
DB01168,DB03783,0.1579,CRD,GIP
DB04165,DB13760,0.1579,DrugBank,GIP
DB11613,DB00165,0.1579,CRD,GIP
DB01213,DB06210,0.1579,CRD,GIP
DB01878,DB01459,0.1579,DrugBank,GIP
DB01057,DB12319,0.1579,DrugBank,GIP
DB05540,DB00582,0.1579,DrugBank,GIP
DB00915,DB13259,0.1579,DrugBank,GIP
DB06799,DB04655,0.1579,DrugBank,GIP
DB09459,DB13227,0.1579,DrugBank,GIP
DB00331,DB00187,0.1578,DrugBank,GIP
DB00583,DB01113,0.1578,DrugBank,GIP
DB06445,DB00459,0.1578,DrugBank,GIP
DB01609,DB01097,0.1578,CRD,GIP
DB02901,DB00316,0.1578,CRD,GIP
DB13058,DB09249,0.1578,DrugBank,GIP
DB09281,DB00714,0.1577,DrugBank,GIP
DB14043,DB01224,0.1577,DrugBank,GIP
DB04325,DB00543,0.1577,DrugBank,GIP
DB04165,DB11800,0.1577,DrugBank,GIP
DB04325,DB12340,0.1577,DrugBank,GIP
DB04827,DB04253,0.1577,DrugBank,GIP
DB04165,DB06742,0.1576,DrugBank,GIP
DB06727,DB12259,0.1576,DrugBank,GIP
DB06732,DB04572,0.1576,CRD,GIP
DB00118,DB09148,0.1576,CRD,GIP
DB09031,DB06813,0.1576,DrugBank,GIP
DB00763,DB09166,0.1575,DrugBank,GIP
DB01612,DB12319,0.1575,DrugBank,GIP
DB04325,DB09499,0.1575,DrugBank,GIP
DB09251,DB04920,0.1575,DrugBank,GIP
DB00711,DB01101,0.1575,DrugBank,GIP
DB04619,DB01591,0.1575,DrugBank,GIP
DB04572,DB00657,0.1575,DrugBank,GIP
DB09250,DB01627,0.1575,DrugBank,GIP
DB08921,DB09247,0.1575,DrugBank,GIP
DB00592,DB00203,0.1575,DrugBank,GIP
DB00421,DB01097,0.1575,CRD,GIP
DB06637,DB01176,0.1575,CRD,GIP
DB00799,DB00909,0.1575,CRD,GIP
DB01576,DB04846,0.1575,CRD,GIP
DB01577,DB08798,0.1574,DrugBank,GIP
DB00371,DB00792,0.1574,CRD,GIP
DB11268,DB08802,0.1574,DrugBank,GIP
DB09048,DB11156,0.1574,CRD,GIP
DB01577,DB09075,0.1574,DrugBank,GIP
DB00411,DB00222,0.1574,DrugBank,GIP
DB03203,DB04858,0.1574,DrugBank,GIP
DB09251,DB01603,0.1574,DrugBank,GIP
DB04936,DB09477,0.1574,DrugBank,GIP
DB06728,DB00841,0.1573,DrugBank,GIP
DB13231,DB00800,0.1573,DrugBank,GIP
DB09147,DB01240,0.1573,DrugBank,GIP
DB06706,DB00494,0.1573,DrugBank,GIP
DB14043,DB05465,0.1573,DrugBank,GIP
DB00361,DB06637,0.1573,CRD,GIP
DB08918,DB01351,0.1573,CRD,GIP
DB09166,DB00960,0.1573,CRD,GIP
DB04794,DB00368,0.1572,CRD,GIP
DB06689,DB00757,0.1572,CRD,GIP
DB01878,DB06250,0.1572,DrugBank,GIP
DB06261,DB06813,0.1572,DrugBank,GIP
DB01236,DB05668,0.1572,DrugBank,GIP
DB04165,DB05223,0.1572,DrugBank,GIP
DB00339,DB06701,0.1572,DrugBank,GIP
DB04325,DB01615,0.1572,DrugBank,GIP
DB06782,DB13182,0.1572,DrugBank,GIP
DB01008,DB00298,0.1572,DrugBank,GIP
DB00336,DB00636,0.1571,CRD,GIP
DB00262,DB00520,0.1571,DrugBank,GIP
DB11780,DB09289,0.1571,DrugBank,GIP
DB00989,DB01213,0.1571,CRD,GIP
DB06727,DB06212,0.1571,DrugBank,GIP
DB00699,DB01181,0.157,CRD,GIP
DB00191,DB06762,0.157,CRD,GIP
DB04325,DB00991,0.157,DrugBank,GIP
DB01028,DB08895,0.157,DrugBank,GIP
DB00973,DB01274,0.1569,CRD,GIP
DB00421,DB06201,0.1569,CRD,GIP
DB04830,DB06201,0.1569,DrugBank,GIP
DB09269,DB06701,0.1569,DrugBank,GIP
DB04572,DB00414,0.1569,DrugBank,GIP
DB09459,DB00817,0.1569,DrugBank,GIP
DB09561,DB00430,0.1569,DrugBank,GIP
DB00202,DB01388,0.1569,DrugBank,GIP
DB06782,DB00912,0.1568,DrugBank,GIP
DB09139,DB12465,0.1568,DrugBank,GIP
DB13352,DB00494,0.1568,DrugBank,GIP
DB04165,DB01028,0.1568,DrugBank,GIP
DB04066,DB05100,0.1568,DrugBank,GIP
DB11560,DB01236,0.1568,CRD,GIP
DB06728,DB12340,0.1568,DrugBank,GIP
DB13058,DB00811,0.1568,DrugBank,GIP
DB09139,DB05095,0.1568,DrugBank,GIP
DB00763,DB08933,0.1567,DrugBank,GIP
DB00592,DB06725,0.1567,CRD,GIP
DB09251,DB12996,0.1567,DrugBank,GIP
DB14007,DB01191,0.1567,DrugBank,GIP
DB01090,DB00851,0.1567,DrugBank,GIP
DB00325,DB00792,0.1567,CRD,GIP
DB00325,DB06718,0.1567,DrugBank,GIP
DB12821,DB06201,0.1567,DrugBank,GIP
DB00384,DB00312,0.1567,CRD,GIP
DB06261,DB05100,0.1567,DrugBank,GIP
DB09138,DB12749,0.1567,DrugBank,GIP
DB11936,DB01142,0.1566,DrugBank,GIP
DB09251,DB00481,0.1566,DrugBank,GIP
DB06782,DB01160,0.1566,DrugBank,GIP
DB09132,DB08952,0.1566,DrugBank,GIP
DB09277,DB11688,0.1565,DrugBank,GIP
DB00316,DB06600,0.1565,DrugBank,GIP
DB04165,DB00776,0.1565,DrugBank,GIP
DB05381,DB13984,0.1565,DrugBank,GIP
DB01028,DB01185,0.1565,DrugBank,GIP
DB00951,DB04878,0.1565,DrugBank,GIP
DB00374,DB00344,0.1565,CRD,GIP
DB01586,DB01228,0.1565,CRD,GIP
DB00951,DB00229,0.1565,DrugBank,GIP
DB05990,DB01228,0.1564,CRD,GIP
DB01245,DB06442,0.1564,DrugBank,GIP
DB00763,DB04881,0.1564,DrugBank,GIP
DB01365,DB13069,0.1564,DrugBank,GIP
DB05540,DB00422,0.1564,DrugBank,GIP
DB08838,DB00375,0.1564,DrugBank,GIP
DB09224,DB00228,0.1564,CRD,GIP
DB06470,DB00389,0.1564,CRD,GIP
DB01213,DB01065,0.1563,CRD,GIP
DB01256,DB02901,0.1563,CRD,GIP
DB00974,DB01158,0.1563,DrugBank,GIP
DB00316,DB09321,0.1563,DrugBank,GIP
DB04557,DB09017,0.1563,DrugBank,GIP
DB00339,DB00485,0.1563,DrugBank,GIP
DB00331,DB09220,0.1563,DrugBank,GIP
DB00382,DB00865,0.1562,CRD,GIP
DB00592,DB06717,0.1562,CRD,GIP
DB00693,DB01235,0.1562,CRD,GIP
DB00307,DB00974,0.1562,CRD,GIP
DB01074,DB01176,0.1562,CRD,GIP
DB00763,DB12492,0.1562,DrugBank,GIP
DB01612,DB08972,0.1562,DrugBank,GIP
DB00742,DB01245,0.1562,DrugBank,GIP
DB00855,DB01174,0.1562,DrugBank,GIP
DB00228,DB13227,0.1562,DrugBank,GIP
DB01440,DB00991,0.1562,DrugBank,GIP
DB00162,DB00730,0.1562,DrugBank,GIP
DB00711,DB09215,0.1562,DrugBank,GIP
DB09102,DB00461,0.1561,CRD,GIP
DB06700,DB01107,0.1561,CRD,GIP
DB08841,DB09235,0.1561,DrugBank,GIP
DB00566,DB00463,0.1561,DrugBank,GIP
DB09459,DB13872,0.1561,DrugBank,GIP
DB09561,DB00627,0.1561,DrugBank,GIP
DB00371,DB01206,0.1561,DrugBank,GIP
DB05540,DB00657,0.156,DrugBank,GIP
DB02520,DB13217,0.156,DrugBank,GIP
DB01440,DB08993,0.156,DrugBank,GIP
DB00974,DB11623,0.156,DrugBank,GIP
DB01609,DB00917,0.1559,CRD,GIP
DB01612,DB01126,0.1559,DrugBank,GIP
DB06799,DB08903,0.1559,DrugBank,GIP
DB03040,DB00669,0.1559,DrugBank,GIP
DB01213,DB01206,0.1559,CRD,GIP
DB12532,DB01056,0.1559,CRD,GIP
DB00544,DB00926,0.1559,CRD,GIP
DB01043,DB01248,0.1558,CRD,GIP
DB00544,DB12319,0.1558,DrugBank,GIP
DB01028,DB00664,0.1558,DrugBank,GIP
DB01019,DB09267,0.1558,DrugBank,GIP
DB13209,DB01028,0.1558,DrugBank,GIP
DB01577,DB12321,0.1558,DrugBank,GIP
DB09128,DB06732,0.1557,CRD,GIP
DB00566,DB00582,0.1557,DrugBank,GIP
DB00395,DB01459,0.1557,DrugBank,GIP
DB13231,DB09084,0.1557,DrugBank,GIP
DB00202,DB01206,0.1557,DrugBank,GIP
DB08841,DB13307,0.1557,DrugBank,GIP
DB00996,DB09235,0.1557,DrugBank,GIP
DB00488,DB03006,0.1557,DrugBank,GIP
DB00189,DB00422,0.1557,DrugBank,GIP
DB01008,DB09272,0.1557,DrugBank,GIP
DB01575,DB01238,0.1556,DrugBank,GIP
DB00544,DB01419,0.1556,DrugBank,GIP
DB13099,DB00284,0.1556,DrugBank,GIP
DB05676,DB01176,0.1556,CRD,GIP
DB09561,DB00422,0.1555,DrugBank,GIP
DB02962,DB06445,0.1555,DrugBank,GIP
DB01008,DB06762,0.1555,DrugBank,GIP
DB06527,DB00494,0.1555,DrugBank,GIP
DB12105,DB13314,0.1555,DrugBank,GIP
DB00217,DB13025,0.1555,DrugBank,GIP
DB08887,DB05465,0.1555,DrugBank,GIP
DB00339,DB00381,0.1554,DrugBank,GIP
DB12821,DB00975,0.1554,DrugBank,GIP
DB00515,DB01700,0.1554,DrugBank,GIP
DB00255,DB01189,0.1554,DrugBank,GIP
DB06783,DB00482,0.1554,DrugBank,GIP
DB00925,DB00788,0.1554,CRD,GIP
DB01030,DB01580,0.1554,CRD,GIP
DB01133,DB03825,0.1554,DrugBank,GIP
DB06728,DB01177,0.1554,CRD,GIP
DB00753,DB11637,0.1554,DrugBank,GIP
DB00753,DB00672,0.1553,DrugBank,GIP
DB01080,DB09167,0.1553,DrugBank,GIP
DB11268,DB12989,0.1553,DrugBank,GIP
DB03756,DB04854,0.1553,DrugBank,GIP
DB00583,DB04888,0.1553,DrugBank,GIP
DB00859,DB05381,0.1553,DrugBank,GIP
DB11898,DB01669,0.1553,DrugBank,GIP
DB09499,DB00772,0.1552,DrugBank,GIP
DB00720,DB01207,0.1552,DrugBank,GIP
DB06154,DB01157,0.1552,DrugBank,GIP
DB11268,DB00706,0.1552,DrugBank,GIP
DB06783,DB05223,0.1552,DrugBank,GIP
DB09249,DB06480,0.1552,DrugBank,GIP
DB06698,DB09072,0.1552,DrugBank,GIP
DB14043,DB11623,0.1551,DrugBank,GIP
DB11268,DB01051,0.1551,DrugBank,GIP
DB01077,DB00767,0.1551,DrugBank,GIP
DB01878,DB11613,0.1551,DrugBank,GIP
DB00727,DB04124,0.1551,DrugBank,GIP
DB08805,DB01018,0.1551,DrugBank,GIP
DB06445,DB13074,0.1551,DrugBank,GIP
DB00746,DB01954,0.1551,DrugBank,GIP
DB01575,DB00459,0.1551,DrugBank,GIP
DB09281,DB00691,0.1551,DrugBank,GIP
DB00189,DB01023,0.1551,DrugBank,GIP
DB04827,DB00992,0.155,DrugBank,GIP
DB01563,DB09276,0.155,DrugBank,GIP
DB09275,DB01106,0.155,DrugBank,GIP
DB03756,DB06267,0.155,DrugBank,GIP
DB06799,DB01184,0.155,DrugBank,GIP
DB11898,DB04725,0.155,DrugBank,GIP
DB09132,DB09167,0.1549,DrugBank,GIP
DB11898,DB13227,0.1549,DrugBank,GIP
DB01612,DB06802,0.1549,DrugBank,GIP
DB13116,DB12340,0.1549,DrugBank,GIP
DB13099,DB04846,0.1549,DrugBank,GIP
DB09459,DB00976,0.1548,DrugBank,GIP
DB09072,DB06218,0.1548,DrugBank,GIP
DB04365,DB01018,0.1548,DrugBank,GIP
DB00145,DB13835,0.1548,DrugBank,GIP
DB00325,DB09146,0.1547,DrugBank,GIP
DB06261,DB00614,0.1547,DrugBank,GIP
DB03754,DB13058,0.1547,DrugBank,GIP
DB01170,DB09017,0.1547,DrugBank,GIP
DB00166,DB09251,0.1547,DrugBank,GIP
DB04827,DB01184,0.1547,DrugBank,GIP
DB11268,DB01144,0.1547,DrugBank,GIP
DB04325,DB08814,0.1547,DrugBank,GIP
DB01440,DB01188,0.1547,DrugBank,GIP
DB06445,DB08880,0.1547,DrugBank,GIP
DB03203,DB09064,0.1546,DrugBank,GIP
DB00566,DB13259,0.1546,DrugBank,GIP
DB09459,DB12870,0.1546,DrugBank,GIP
DB06799,DB01289,0.1546,DrugBank,GIP
DB00856,DB00216,0.1545,DrugBank,GIP
DB03203,DB00270,0.1545,DrugBank,GIP
DB00556,DB09292,0.1545,DrugBank,GIP
DB00166,DB00285,0.1545,DrugBank,GIP
DB11268,DB01158,0.1545,DrugBank,GIP
DB09248,DB08802,0.1544,DrugBank,GIP
DB00658,DB13835,0.1544,DrugBank,GIP
DB01008,DB00677,0.1544,DrugBank,GIP
DB08921,DB11737,0.1544,DrugBank,GIP
DB00653,DB00714,0.1543,DrugBank,GIP
DB00182,DB13307,0.1543,DrugBank,GIP
DB06770,DB08895,0.1543,DrugBank,GIP
DB04827,DB12338,0.1543,DrugBank,GIP
DB01878,DB08486,0.1543,DrugBank,GIP
DB03754,DB06794,0.1543,DrugBank,GIP
DB01143,DB03424,0.1543,DrugBank,GIP
DB00325,DB01627,0.1543,DrugBank,GIP
DB00411,DB01124,0.1543,DrugBank,GIP
DB01878,DB11889,0.1543,DrugBank,GIP
DB09011,DB00475,0.1542,DrugBank,GIP
DB00658,DB05316,0.1542,DrugBank,GIP
DB02520,DB00576,0.1542,DrugBank,GIP
DB06261,DB00246,0.1542,DrugBank,GIP
DB06826,DB01218,0.1542,DrugBank,GIP
DB06799,DB12100,0.1542,DrugBank,GIP
DB01275,DB12289,0.1542,DrugBank,GIP
DB12821,DB01108,0.1541,DrugBank,GIP
DB02520,DB00187,0.1541,DrugBank,GIP
DB00166,DB12051,0.1541,DrugBank,GIP
DB00727,DB04866,0.1541,DrugBank,GIP
DB00566,DB06748,0.1541,DrugBank,GIP
DB00339,DB09056,0.1541,DrugBank,GIP
DB00566,DB08796,0.154,DrugBank,GIP
DB00316,DB09056,0.154,DrugBank,GIP
DB03754,DB06826,0.154,DrugBank,GIP
DB00202,DB01147,0.154,DrugBank,GIP
DB05381,DB12028,0.154,DrugBank,GIP
DB05381,DB01409,0.154,DrugBank,GIP
DB00145,DB00720,0.154,DrugBank,GIP
DB08841,DB05540,0.154,DrugBank,GIP
DB06689,DB01252,0.154,DrugBank,GIP
DB09132,DB01190,0.154,DrugBank,GIP
DB00395,DB00979,0.154,DrugBank,GIP
DB05540,DB09321,0.154,DrugBank,GIP
DB00202,DB06701,0.1539,DrugBank,GIP
DB01090,DB01575,0.1539,DrugBank,GIP
DB04165,DB00424,0.1539,DrugBank,GIP
DB00339,DB06652,0.1539,DrugBank,GIP
DB02901,DB09075,0.1539,DrugBank,GIP
DB06698,DB06748,0.1539,DrugBank,GIP
DB00515,DB00720,0.1539,DrugBank,GIP
DB06709,DB08991,0.1539,DrugBank,GIP
DB02962,DB00485,0.1539,DrugBank,GIP
DB00325,DB06201,0.1539,DrugBank,GIP
DB00339,DB00391,0.1538,DrugBank,GIP
DB11780,DB00772,0.1538,DrugBank,GIP
DB01236,DB00601,0.1538,DrugBank,GIP
DB13099,DB11678,0.1538,DrugBank,GIP
DB01577,DB00735,0.1538,DrugBank,GIP
DB04325,DB00202,0.1538,DrugBank,GIP
DB00122,DB06774,0.1538,DrugBank,GIP
DB04557,DB04881,0.1538,DrugBank,GIP
DB03040,DB04165,0.1537,DrugBank,GIP
DB00313,DB04858,0.1537,DrugBank,GIP
DB06782,DB02925,0.1537,DrugBank,GIP
DB00228,DB01330,0.1537,DrugBank,GIP
DB11268,DB01185,0.1537,DrugBank,GIP
DB11780,DB00205,0.1537,DrugBank,GIP
DB14043,DB09064,0.1537,DrugBank,GIP
DB00592,DB06200,0.1537,DrugBank,GIP
DB06689,DB11805,0.1537,DrugBank,GIP
DB00325,DB12947,0.1537,DrugBank,GIP
DB00855,DB01139,0.1537,DrugBank,GIP
DB06782,DB12093,0.1536,DrugBank,GIP
DB00720,DB12645,0.1536,DrugBank,GIP
DB09072,DB00364,0.1536,DrugBank,GIP
DB06527,DB04930,0.1536,DrugBank,GIP
DB12105,DB00677,0.1536,DrugBank,GIP
DB00711,DB01023,0.1536,DrugBank,GIP
DB06799,DB05088,0.1535,DrugBank,GIP
DB01612,DB06799,0.1535,DrugBank,GIP
DB13255,DB00665,0.1535,DrugBank,GIP
DB06797,DB11827,0.1535,DrugBank,GIP
DB01563,DB09120,0.1535,DrugBank,GIP
DB06706,DB00742,0.1535,DrugBank,GIP
DB00753,DB01006,0.1535,DrugBank,GIP
DB01365,DB01108,0.1534,DrugBank,GIP
DB06783,DB01700,0.1534,DrugBank,GIP
DB00753,DB01185,0.1534,DrugBank,GIP
DB01612,DB01063,0.1534,DrugBank,GIP
DB06689,DB12989,0.1534,DrugBank,GIP
DB01008,DB12382,0.1534,DrugBank,GIP
DB01074,DB00381,0.1534,DrugBank,GIP
DB09139,DB11871,0.1534,DrugBank,GIP
DB06698,DB00469,0.1533,DrugBank,GIP
DB06689,DB01051,0.1533,DrugBank,GIP
DB09138,DB08993,0.1533,DrugBank,GIP
DB13099,DB00211,0.1533,DrugBank,GIP
DB03203,DB00518,0.1533,DrugBank,GIP
DB13099,DB00682,0.1533,DrugBank,GIP
DB00145,DB01213,0.1532,DrugBank,GIP
DB01008,DB00530,0.1532,DrugBank,GIP
DB09248,DB06702,0.1532,DrugBank,GIP
DB06783,DB00189,0.1532,DrugBank,GIP
DB00658,DB01337,0.1532,DrugBank,GIP
DB01074,DB06737,0.1531,DrugBank,GIP
DB09281,DB04165,0.1531,DrugBank,GIP
DB01008,DB04890,0.1531,DrugBank,GIP
DB06783,DB13835,0.1531,DrugBank,GIP
DB00746,DB08931,0.1531,DrugBank,GIP
DB13058,DB01452,0.153,DrugBank,GIP
DB09459,DB12539,0.153,DrugBank,GIP
DB04619,DB08952,0.153,DrugBank,GIP
DB00753,DB09094,0.153,DrugBank,GIP
DB00325,DB01036,0.153,DrugBank,GIP
DB00583,DB00915,0.153,DrugBank,GIP
DB06527,DB04216,0.153,DrugBank,GIP
DB01019,DB04842,0.1529,DrugBank,GIP
DB01028,DB00720,0.1529,DrugBank,GIP
DB11780,DB09001,0.1529,DrugBank,GIP
DB04165,DB14033,0.1529,DrugBank,GIP
DB12308,DB00861,0.1529,DrugBank,GIP
DB12972,DB00861,0.1529,DrugBank,GIP
DB00217,DB00518,0.1529,DrugBank,GIP
DB09072,DB05239,0.1529,DrugBank,GIP
DB01626,DB00355,0.1528,DrugBank,GIP
DB06706,DB00903,0.1528,DrugBank,GIP
DB06782,DB00992,0.1528,DrugBank,GIP
DB06795,DB00216,0.1528,DrugBank,GIP
DB00325,DB11637,0.1528,DrugBank,GIP
DB01365,DB04743,0.1528,DrugBank,GIP
DB01878,DB12028,0.1528,DrugBank,GIP
DB08887,DB11623,0.1527,DrugBank,GIP
DB08938,DB00714,0.1527,DrugBank,GIP
DB01170,DB06791,0.1527,DrugBank,GIP
DB09011,DB09040,0.1527,DrugBank,GIP
DB00951,DB00211,0.1527,DrugBank,GIP
DB03127,DB08952,0.1526,DrugBank,GIP
DB04066,DB01101,0.1526,DrugBank,GIP
DB00325,DB06684,0.1526,DrugBank,GIP
DB13180,DB12259,0.1526,DrugBank,GIP
